id;name;description;neighborhood_overview;picture_url;host_id;latitude;longitude;location;property_type;room_type;accommodates;bathrooms_text;bedrooms;beds;price;minimum_nights;maximum_nights;instant_bookable;amenities
25;REAL BEST VIEW COLISEUM LUXURY LOFT HISTORY CENTER;The only exclusive & luxury palace overlooking the Roman Forum with an open view of Ancient Rome just like in the photos. Ideal for romantic trips, for 1couple+1child, for business trips (fast&free WiFi). You can drink wine in front of an unforgettable sunset, have breakfast/dinner with a unique view. Pampered by the innumerable comforts and by its cozy environments, you're a few steps from the most important monuments and good restaurants/bar/pub. I can organize early & late check-in &check-out The space My stylish and charming apartment is perfectly sanitized at every check-out in compliance with the anticovid rules. I want you to enjoy a pleasant and relaxed stay and at the same time feel safe. I am at your disposal to organize your transfer to and from the airport. You will never forget the view from the romantic balcony of my apartment! You'll sleep in an elegant and bright apartment in the middle of the largest and most important archae;You will be in the heart of the historic center and you can walk to all the most important monuments and squares with a few steps on foot. My apartment is the only building that overlooks the Trajan Forum. This is one of the main Roman Forums of Rome and is located at the beginning of the pedestrian area, which will guarantee you a quiet and peaceful neighborhood, ideal to fully enjoy your stay among the Roman wonders. Behind the apartment are the Trajan's Column and the Forum of Caesar and in a few steps you will reach the Altare della Patria in the famous Piazza Venezia, the Forum of Augustus, Nerva and the Roman one, the Capitoline Museums, the Wax Museum of Rome, the inimitable and unmissable Colosseum, but also the Monti district, the ancient area of ??Rome's Suburra, transformed from a red-light district to the cool neighborhood of Rome, where you can immerse yourself in the Roman nightlife. You will have everything at your fingertips and by walking you can visi;https://a0.muscache.com/im/pictures/ef30cd4a-cafc-4379-ac83-55d19aee0b39.jpg,https://a0.muscache.com/im/pictures/6ab1155c-dd53-495b-9db0-406205bf8f34.jpg,https://a0.muscache.com/im/pictures/055a8f8a-f462-49a2-b827-d49baa5de92a.jpg,https://a0.muscache.com/im/pictures/fd97065b-32f3-41b1-a67a-bef515a0d8ad.jpg,https://a0.muscache.com/im/pictures/2fb724fc-4c45-4574-9c5b-466abfc765ff.jpg;18;41.89664;12.48573;Roma, Italia;Entire rental unit;Entire home/apt;2;1 bath;1;1;102.00;1;365;TRUE;TV,Essentials,AC - split type ductless system,Extra pillows and blankets,Paid parking lot on premises,Hair dryer,Hot water,Heating,Smoking allowed,Host greets you,Wifi,Breakfast,Private entrance,Refrigerator,Hangers,Shower gel,Luggage dropoff allowed,Bed linens,Lock on bedroom door,Fire extinguisher,Long term stays allowed,Shampoo,Pets allowed
26;B&B Rione Monti;Welcoming 2 double bedrooms, in Monti, Rome's most charming district a stone's throw from the Colosseum, Imperial Fora, Piazza Venezia, the Capitol (Campidoglio)... within easy reach of the subway, close to railway stations and airport connections. The space 2 double en-suite bedrooms in a 17th century palace, with a private entrance. Guest access 2 DOUBLE EN-SUITE BEDROOMS Other things to note Colosseum, Imperial Fora, Piazza Venezia, the Capitol (Campidoglio), Michelangelo's Moses, etc.;the first and oldest district in Rome, with typical narrow streets, a few steps from the city's most impressive monuments, with many restaurants around;https://a0.muscache.com/im/pictures/35382125/e323ca77_original.jpg,https://a0.muscache.com/im/pictures/35382097/752c92b5_original.jpg,https://a0.muscache.com/im/pictures/36046427/5add00b8_original.jpg,https://a0.muscache.com/im/pictures/35382137/63ff0ab7_original.jpg,https://a0.muscache.com/im/pictures/36046475/bbe6407d_original.jpg;19;41.89426;12.49024;Roma, Italia;Private room in rental unit;Private room;2;1 private bath;1;2;40.00;1;365;TRUE;TV,Essentials,First aid kit,Extra pillows and blankets,Hair dryer,Cleaning products,Body soap,Hot water,Microwave,Paid parking garage on premises,Cooking basics,Central heating,Dining table,Bidet,Coffee,Laundromat nearby,Wifi,Hot water kettle,Stove,Refrigerator,Kitchen,Baking sheet,Central air conditioning,Paid parking garage off premises,Drying rack for clothing,Hangers,Shower gel,Oven,Coffee maker: Nespresso,Cleaning available during stay,Bed linens,Washer,Dishwasher,Dedicated workspace,Clothing storage: closet,Freezer,Wine glasses,Fire extinguisher,Long term stays allowed,Dishes and silverware,Shampoo,Free street parking
27;Pantheon Glam 1 - Pantheon / Piazza Navona;Recently renovated, the flat is furnished with parquet and modern furniture and it is equipped with air conditioning and wifi. The living room can be used as an extra bedroom (with 2 extra comfortable beds) so the apartment is well suited for families of 4 persons. It is located in a beautiful building of 1600 that overlooks the back of the Pantheon. License number CVI-000757-2;The apartment is on a quiet street behind the Pantheon in the city's historic center. Walk to the Colosseum, Piazza Navona, and the Trevi Fountain for atmospheric evenings. The area is full of bars, restaurants, and shops.;https://a0.muscache.com/im/pictures/e3509a3b-4350-4a79-be54-0492e76b96ee.jpg,https://a0.muscache.com/im/pictures/ad2087da-fe6e-4594-8f3b-0ab437f1a2e1.jpg,https://a0.muscache.com/im/pictures/96b929bf-cecb-4749-8a8e-e470b8e4753e.jpg,https://a0.muscache.com/im/pictures/2627973a-d1ec-4a97-a5db-2066c4fefb2c.jpg,https://a0.muscache.com/im/pictures/7968c778-4c07-41f2-b857-9a24afa48d13.jpg;10;41.89801;12.47636;Roma, Italia;Entire rental unit;Entire home/apt;4;1 bath;1;1;117.00;1;365;TRUE;Essentials,First aid kit,Private backyard fully fenced,Hair dryer,Cleaning products,Body soap,Hot water,Microwave,Paid parking on premises,Cooking basics,Room-darkening shades,Iron,Crib,Heating,Dining table,Bidet,Coffee maker,Self check-in,Wifi,Outdoor furniture,Hot water kettle,Stove,Refrigerator,TV with Amazon Prime Video, Fire TV, Netflix,Kitchen,Single level home,Central air conditioning,Hangers,Shower gel,Private patio or balcony,Ethernet connection,Bed linens,Carbon monoxide alarm,Dedicated workspace,Clothing storage: closet,Wine glasses,Lockbox,Fire extinguisher,Smoke alarm,Long term stays allowed,Safe,Dishes and silverware,Shampoo,Mosquito net,Pets allowed,Free street parking
28;Luxury nove at Spanish Steps -Belsiana Luxury Apartment;Situato a pochi metri dalla bellissima piazza di Spagna questo appartamento gode di ampi spazi 120 mq. Una camera matrimoniale una camera con letti singoli un ampio soggiorno con divano letto matrimoniale. una comoda cucina accessoriata, macchina caffé Nespresso, una sala da pranzo con tavolo per 6 persone e due bagni uno con grande doccia. Le principali attrazioni della città  si possono visitare a piedi. Pantheon, Colosseo, Fori Imperiali, Fontana di Trevi, Piazza di Spagna, Piazza Navona. The space l'appartamento è ampio può ospitare da un minimo di 2 persone ad un massimo di 6. Troverete una lavastoviglie, una lavatrice, una asciugatrice. Ottimo per famiglie o gruppi di amici. Le camere godono di ottimi affacci su via Belsiana. l'appartamento è silenzioso e dotato di aria condizionata e WI-FI. Troverete anche il televisore con i canali satellitari. Guest access a tutto l'appartamento.;Via Belsiana è situata nel quartiere più famoso della città  il tridente.;https://a0.muscache.com/im/pictures/2a3ad4c5-c91a-4834-89da-38743f2a6eeb.jpg,https://a0.muscache.com/im/pictures/6f5f8fac-f453-4d87-8b3f-cb33f935a6d9.jpg,https://a0.muscache.com/im/pictures/1b11795d-7f9d-4105-902f-567de3fa91b9.jpg,https://a0.muscache.com/im/pictures/485c5b34-3183-4db2-86f2-9c902bfe6564.jpg,https://a0.muscache.com/im/pictures/471ca85d-acc7-4510-b627-e079b6f6a794.jpg;20;41.90675;12.47833;Roma, Italia;Entire condo;Entire home/apt;6;2 baths;2;6;150.00;3;365;TRUE;TV,Essentials,Carbon monoxide alarm,First aid kit,Heating,Private hot tub,Air conditioning,Elevator,Self check-in,Hair dryer,Wifi,Fire extinguisher,Hangers,Smoke alarm,Long term stays allowed,Smart lock,Private entrance,Shampoo,Refrigerator,Iron
29;LPM Apartment 5 - Piazza di Spagna / Barberini;"The apartment, recently renovated, is located in the historic center of Rome, just 5 minutes from the Spanish Steps and behind Piazza Barberini (metro stop ""Barberini""). It's ideal for couples and families who wish to stay in a large self-catering apartment (70 square meters), from which you can walk to the major city attractions (such as the Trevi Fountain, the Colosseum and the Roman Forum and the shopping streets). The space The apartment is newly renovated and consists of bedroom, large living area, bathroom, kitchen and lobbies. It is equipped with WI-FI internet, TV, air conditioning, telephone and safety box. The cleaning is included in the price so guests will NOT have to pay any extra cost at check-out (the only extra to pay is the Tourist Accommodation Tax of â‚¬ 3.50 per person per day as per municipal legislation in force). Guest access Guests have access to all areas of the apartment. Other things to note";The apartment is located just a few steps from Piazza Barberini (wow!). The location is really nice and comfortable.;https://a0.muscache.com/im/pictures/ed74825d-6148-40d3-9482-639363610b21.jpg,https://a0.muscache.com/im/pictures/8f19e270-d4e5-482d-a090-9502a16a6998.jpg,https://a0.muscache.com/im/pictures/c78323ca-774a-445b-b211-1f12206cc4ce.jpg,https://a0.muscache.com/im/pictures/f10cd3b7-c366-4493-ab3e-067f9385932d.jpg,https://a0.muscache.com/im/pictures/4f9153ff-8908-4355-b424-38b2002a9aad.jpg;10;41.90445;12.48791;Roma, Italia;Entire rental unit;Entire home/apt;5;1 bath;2;4;143.00;1;365;TRUE;Essentials,First aid kit,Extra pillows and blankets,Hair dryer,Cleaning products,Toaster,Hot water,Microwave,Cooking basics,Iron,Free parking on premises,Window AC unit,Central heating,Dining table,Bidet,Clothing storage: dresser and closet,Coffee maker,HDTV,Laundromat nearby,Wifi,Resort access,Outdoor furniture,Hot water kettle,Self check-in,Italian body soap,Free washer in unit,Mini fridge,Refrigerator,Kitchen,Paid parking garage off premises,Drying rack for clothing,Hangers,Shower gel,Private patio or balcony,Bed linens,Dedicated workspace,Italian shampoo,Wine glasses,Lockbox,Fire extinguisher,Long term stays allowed,Dishes and silverware,Outdoor dining area,Italian stove,Pets allowed,City skyline view,Free street parking
30;B&B Rione Monti bis;Welcoming 2 double bedrooms, in Monti, Rome's most charming district a stone's throw from the Colosseum, Imperial Fora, Piazza Venezia, the Capitol (Campidoglio)... within easy reach of the subway, close to railway stations and airport connections The space comfortable room, I can accommodate 2 guests;The Monti district included the Esquiline, Viminal and part of the Quirinal and Caelian Hills, extending on the current Castro Pretorio and Esquiline districts and representing the first and largest district in Rome. The Monti district is home to many important artifacts of ancient Rome: The Imperial Fora (Trajan's Forum, Temple of Augustus and of Nerva), Ludus Magnus (the Great Gladiatorial Training School), the Baths of Titus, the Baths of Trajan, the Seven Halls, and part of the Servian and Aurelian Walls. On the Oppian Hill, we find part of Maecenas' villa and the remains of Nero's Domus Aurea that originally extended well beyond the boundaries of the district. The Middle Ages left a number of towers, Santa Prassede and Santo Stefano Rotondo. Other places of interest are the Archbasilica of St. John Lateran (the Cathedral church of Rome), the Basilica of Santa Maria Maggiore and many churches and palaces of various historic periods up to the present day. Today, Via Nazionale, Via C;https://a0.muscache.com/im/pictures/2c2c8329-34af-47ca-a73b-584318d6c573.jpg,https://a0.muscache.com/im/pictures/429ad583-ea0c-43d5-8fd2-e9a087f5c991.jpg,https://a0.muscache.com/im/pictures/3564b084-04c5-4f7e-acd1-9a8936b3587a.jpg,https://a0.muscache.com/im/pictures/cce1f243-ab72-4ace-9363-6be986957f49.jpg,https://a0.muscache.com/im/pictures/82d70175-af34-4933-a7a9-0faf118b8390.jpg;19;41.89436;12.49025;Roma, Italia;Private room in rental unit;Private room;2;2 baths;1;2;38.00;1;365;TRUE;Essentials,AC - split type ductless system,Extra pillows and blankets,Hair dryer,Cleaning products,Hot water,Body soap,Children's dinnerware,Microwave,Cooking basics,Iron,Baby safety gates,Dining table,Host greets you,Hot water kettle,Free washer in unit,Private entrance,Refrigerator,Kitchen,HDTV with Netflix,Paid parking garage off premises,Drying rack for clothing,Hangers,Shower gel,WIFI,Portable fans,Ethernet connection,Bed linens,Dedicated workspace,Clothing storage,Crib - always at the listing,Freezer,Books and reading material,Wine glasses,Long term stays allowed,Dishes and silverware,Heating - split type ductless system,Shampoo
31;Appartamento grazioso con camino e riscaldamento;Rilassati in questo ambiente tranquillo ed accogliente. The space Monolocale ampio con zona letto, cucina. Bagno. Tutto ad esclusivo uso del cliente. Il proprietario abita al primo piano. Guest access Ingresso e piccola area esterna antistante License number ATR-012703-1;Quartiere residenziale fornito di ogni servizio ( supermercato, farmacia, bar, lavanderia, parrucchiere);https://a0.muscache.com/im/pictures/miso/Hosting-27248834/original/3740e6f2-bec0-41e1-9ce6-f357aaf11c2e.jpeg,https://a0.muscache.com/im/pictures/miso/Hosting-27248834/original/ccb143aa-645c-49dd-97ad-b4082cf9a856.jpeg,https://a0.muscache.com/im/pictures/miso/Hosting-27248834/original/fc712c6e-7760-49a0-91a4-9247f3137f9b.jpeg,https://a0.muscache.com/im/pictures/miso/Hosting-27248834/original/c3932862-d99c-45b0-9d80-9dc57f7df51b.jpeg,https://a0.muscache.com/im/pictures/miso/Hosting-27248834/original/4edb0065-6a33-4a6a-8f0a-2da41e4e521c.jpeg;21;41.8789;12.35401;Roma, Italia;Entire rental unit;Entire home/apt;2;1 bath;1;2;40.00;1;30;TRUE;Essentials,First aid kit,Private backyard fully fenced,Extra pillows and blankets,Hair dryer,Cleaning products,Body soap,Hot water,Microwave,Paid parking garage on premises,Cooking basics,Room-darkening shades,Iron,Fast wifi \u2013 109 Mbps,Heating,Dining table,Bidet,Coffee maker,Coffee,Self check-in,Outdoor furniture,Hot water kettle,Free washer in unit,Smart lock,55\ HDTV with standard cable, Chromecast, Amazon Prime Video, Netflix, Fire TV,Conditioner,Refrigerator,Kitchen,Single level home,Central air conditioning,Paid street parking off premises,Hangers,Shower gel,Private patio or balcony,Bed linens,Ethernet connection,Carbon monoxide alarm,Dedicated workspace,Courtyard view,Clothing storage: closet,Freezer,Books and reading material,Wine glasses,Elevator,Fire extinguisher,Smoke alarm,Long term stays allowed,Dishes and silverware,Outdoor dining area,Shampoo,Pets allowed,Free street parking
32;Cozy and bright apartment next to the Colosseum;"The apartment is located on the second floor of an ancient 18th century building a stone's throw from the Colosseum. Spacious and bright, from the window you can admire the Fori Imperiali. The 55 square meter apartment can accommodate up to 4 people, consists of entrance hall, large living room with kitchenette equipped with all necessary crockery and double sofa bed, double bedroom, spacious bathroom and balcony for smokers. Completely renovated with a refined style. The space - 55 square meters - Free and unlimited WiFi - Air conditioning and heating with convectors. - 43 ""Ultra HD Smart TV - Large bathroom with shower, hairdryer, soap. - Kitchen equipped with microwave, kettle and all the necessary furnishings. - Washing machine - Iron and ironing board";The apartment is located in the heart of Ancient Rome. You can enjoy the experience of looking at the Imperial Forum from your window. Around the corner, just a few minutes walk from the apartment, is the Colosseum and the Domus Aurea on one side and the lively Rione Monti on the other, with its many shops and restaurants. In the area to the rear of the apartment you will find Michelangelo's original statue of Moses, inside the Basilica of San Pietro in Vincoli and the Borgia Tower.;https://a0.muscache.com/im/pictures/91538115-b742-4313-891d-0850ada3b122.jpg,https://a0.muscache.com/im/pictures/aff7ae3b-8084-4a14-a9cf-94e2dce1511b.jpg,https://a0.muscache.com/im/pictures/2d4399fc-1637-4a36-99c1-7d5b1c39d964.jpg,https://a0.muscache.com/im/pictures/546b01a2-6c45-4eaf-8941-b79ca1658993.jpg,https://a0.muscache.com/im/pictures/b5a5675e-5312-4a84-81e7-ad04d4a6296a.jpg;22;41.89215;12.4916;Roma, Italia;Entire rental unit;Entire home/apt;2;1 bath;1;1;131.00;1;10;FALSE;Essentials,AC - split type ductless system,First aid kit,Extra pillows and blankets,Hair dryer,Cleaning products,Toaster,Hot water,Body soap,Microwave,Paid parking on premises,Cooking basics,Room-darkening shades,Iron,Heating,Dining table,Self check-in,Laundromat nearby,Wifi,Babysitter recommendations,Mini fridge,Refrigerator,Private entrance,Paid parking off premises,Breakfast,Security cameras on property,Kitchen,Hangers,Coffee maker: Nespresso,Ethernet connection,Bed linens,Carbon monoxide alarm,32\ HDTV with Netflix,Stainless steel induction stove,Freezer,Wine glasses,Lockbox,Clothing storage: closet and dresser,Smoke alarm,Fire extinguisher,Long term stays allowed,Dishes and silverware,Shampoo,Free street parking
33;Raphi's flat in Trastevere;Delightful apartment in one of the main squares of Trastevere, where you can breathe the true soul of the city. Most of the tourist destinations can be reached on foot or with a few stops on public transport. The space Recently renovated house located on the third floor of a period building with a lift. The apartment consists of an entrance hall, an independent bathroom, a bedroom with a double bed and a living area with a double sofa bed and a kitchen. Guests have access to Smart TV with Netflix and free Wi-Fi. Inverter air conditioners Other things to note PLEASE NOTE: Checkins after 08:00 PM are subject to an extra charge of â‚¬30. In case of loss of keys there will be a supplement of 50 â‚¬;Trastevere is the 13th rione of Rome: it is identified by the initials R. XIII and it is located within Municipio I. Its name comes from Latin trans Tiberim, literally 'beyond the Tiber'. Nowadays, Trastevere maintains its character thanks to its narrow cobbled streets lined by ancient houses. At night, natives and tourists alike flock to its many pubs and restaurants, but much of the original character of Trastevere remains. The area is also home to several foreign academic institutions including The American University of Rome and John Cabot University (both of which are private American universities), the American Academy in Rome, the Rome campus of the Thomas More College of Liberal Arts, the Canadian University of Waterloo School of Architecture (between the months of September and December), and the American Pratt Institute School of Architecture therefore serving as home to an international student body. The neighborhood has attracted artists, foreign expats, and many;https://a0.muscache.com/im/pictures/miso/Hosting-28946406/original/c9f8a626-2ec4-4d82-934b-cfe21fb7afba.jpeg,https://a0.muscache.com/im/pictures/miso/Hosting-28946406/original/b2b63ed7-34dd-4d86-be8f-c19cb7e603e8.jpeg,https://a0.muscache.com/im/pictures/miso/Hosting-28946406/original/6061c5ca-0d37-4be7-a486-7444048eb37f.jpeg,https://a0.muscache.com/im/pictures/miso/Hosting-28946406/original/0f42013b-373c-4e58-97aa-0c6f35d85ed1.jpeg,https://a0.muscache.com/im/pictures/miso/Hosting-28946406/original/d48547a2-4f23-4cb7-9e15-6962b04f5250.jpeg;23;41.887317;12.470718;Roma, Italia;Entire condo;Entire home/apt;4;1 bath;1;2;170.00;1;365;FALSE;TV,Essentials,First aid kit,Air conditioning,Hair dryer,Cleaning products,Body soap,Hot water,Paid parking on premises,Cooking basics,Crib,Heating,Dining table,Coffee,Self check-in,Laundromat nearby,Wifi,Stove,Smart lock,Conditioner,Refrigerator,Coffee maker: pour-over coffee,Kitchen,Single level home,Hangers,Shower gel,Pack n play/Travel crib,Cleaning available during stay,Bed linens,Carbon monoxide alarm,Dedicated workspace,Clothing storage,Freezer,Elevator,Fire extinguisher,Smoke alarm,Long term stays allowed,Dishes and silverware,Shampoo
34;Just Behind Coliseum Terrace;The apartment is located in a renaissance building at the last and second to last floor. The floors are connected by internal staircase. It is It is composed by 3 bedrooms, 2 bathrooms a little kitchen and a terrace. The location of the apartment is very good because you can reach easily Coliseum, Imperial Forum and CAVOUR and COLOSSEO metro station (the distance from the apartment is about 150 meters) Guest access We usually wait the guests for check in but you can do also easily self check in. There is not lift in the building but usually we will help for carrying on the luggages Other things to note We sanitize the apartment in compliance with the cleaning procedures provided by the Ministry of Health. In the same way we periodically sanitize all air conditioners;;https://a0.muscache.com/im/pictures/4ae8e352-8c0c-4862-b0b0-b0aa411252c2.jpg,https://a0.muscache.com/im/pictures/b2b7a25f-59bd-4abd-ba55-44a031c17bd4.jpg,https://a0.muscache.com/im/pictures/fa3dd5e3-4442-4d51-9536-5c8305217cf2.jpg,https://a0.muscache.com/im/pictures/2804ee88-747b-4389-a6ba-98615d6b6426.jpg,https://a0.muscache.com/im/pictures/988be858-45b8-4d35-9bc1-57800c63a6d0.jpg;7;41.8934;12.49078;Roma, Italia;Entire rental unit;Entire home/apt;6;2 baths;3;3;101.00;1;365;TRUE;Essentials,AC - split type ductless system,First aid kit,Clothing storage: closet and wardrobe,Stainless steel oven,Hair dryer,Cleaning products,Hot water,Microwave,Cooking basics,Iron,Pack n play/Travel crib - available upon request,Keypad,Central heating,Dining table,Bidet,Coffee,Self check-in,Laundromat nearby,Hot water kettle,Free washer in unit,Private entrance,Refrigerator,Kitchen,Single level home,Baking sheet,Paid parking garage off premises,HDTV with standard cable,Hangers,Shower gel,Altro stainless steel gas stove,Private patio or balcony,Wifi,Bed linens,Dishwasher,Dedicated workspace,Courtyard view,Freezer,Wine glasses,Fire extinguisher,Long term stays allowed,Dishes and silverware,Shampoo,Free street parking
35;Roma Charming in love to Colosseum&Termini;L'appartamento nasce nel centro storico di Roma a due passi da : Colosseo (900mt), Fori Imperiali, Stazione Termini (700mt), Metro A (Vittorio Emanuele 600mt), Metro B (Cavour 300mt), Basilica S. Maria Maggiore (260mt) e S. Prassede (300mt), Teatro Brancaccio, ecc... Accogliente e riservato con entrata indipendente, dispone di 6 posti letto suddivisi in 2 piani con cucina e 2 bagni adatto ad ogni vostra esigenza. The space Si tratta di uno spazioso ed accogliente appartamento con entrata indipendente che si affaccia su una caratteristica via pedonale Romana. La struttura presenta: - Cucina ben attrezzata di frigorifero, piano cottura elettrico (4 fuochi), micro-onde, tostapane, ebollitore e macchina Nespresso. - Salottino con divano letto. - Bagno con ampia doccia. Nel piano superiore è presente: - Una stanza principale con disponibilità  tripla. - Una anticamera con un posto letto. - Secondo bagno con doccia regolare.;"Monti è un quartiere eclettico nel centro della citta, con elementi bohemien e classici. Nella parte sud ovest si trovano siti archeologici come i mercati di Traiano e il Palazzo della Domus Aurea di Nerone. Sulle piazze e le vie laterali si affacciano palazzi storici e trattorie a conduzione familiare, wine bar chic e originali boutique vintage che attirano tutte le ""tipologie"" di persone. Via Nazionale e Via Cavour sono le principali strade commerciali dell'area. In epoca Romana la zona era costituita da Domus Signorili intorno al Vicus Patricius, si estende dalle Terme di Diocleziano ai colli del Quirinale, Esquilino e Viminale.";https://a0.muscache.com/im/pictures/pro_photo_tool/Hosting-30291033-unapproved/original/ecd901ab-cdd5-4aeb-babe-4b2828eedcf4.JPEG,https://a0.muscache.com/im/pictures/80a30eb0-d635-4ea5-b260-89a121ff180c.jpg,https://a0.muscache.com/im/pictures/pro_photo_tool/Hosting-30291033-unapproved/original/04461ef2-2233-4021-ae28-9a3cbe4a1ec5.JPEG,https://a0.muscache.com/im/pictures/pro_photo_tool/Hosting-30291033-unapproved/original/9b1a6a5b-b9d2-4083-b502-8131f015e334.JPEG,https://a0.muscache.com/im/pictures/pro_photo_tool/Hosting-30291033-unapproved/original/3f85eab5-9cac-4f2f-b6cb-a3674aa8bea7.JPEG;24;41.89833;12.4964;Roma, Italia;Entire home;Entire home/apt;6;2 baths;2;4;95.00;1;365;FALSE;TV,Essentials,First aid kit,Air conditioning,Hair dryer,Cleaning products,Body soap,Hot water,Central heating,Bidet,Self check-in,Wifi,Smart lock,Breakfast,Refrigerator,Security cameras on property,Bathtub,Kitchen,Private hot tub,Shower gel,Bed linens,Dedicated workspace,Lock on bedroom door,Fire extinguisher,Shampoo
36;Cartolina della Cupola di San Pietro;"A beautiful cosy apartment is located in an elegant area at few steps from Vatican city and Saint Peter's Basilica. The flat is on the third floor (there's no lift) in a classic Roman ""palazzo"" with a terrific rooftop (It's not inside of the apartment, it's a condominium terrace) over the city and the famous Saint Peter's Dome. Our crew will be pleased to welcome guests and provide them a memorable experience in the eternal city. The space The apartment is completely independent with all comforts necessary. It is situated at the 3rd floor (there's no elevator). Inside, the house is fitted with TV, high speed Wi-Fi connection, kitchen, air conditioning, 1 bedroom, 1 living room and one bathroom. The structure is developed on one floor. The house can fit up to 4 guests who can dispose of all the property's services. The house's location is strategic for all those people who want to enjoy the beauties of the city center, especially the ";The area where the apartment is located is peaceful and relaxing. It's located few minutes far from Saint Peter basilica (5 min by walk) and close to all public transports (St Peter's train station, underground and bus stop are located few minutes far from the apartment). Along the street down the apartment you can easily find a fully furnished supermarket, Post office, several shops and pubs.;https://a0.muscache.com/im/pictures/72d43678-af01-49fe-b65c-fce175113991.jpg,https://a0.muscache.com/im/pictures/cf7d6fb7-0fd9-4d9d-8c0d-8bed27fd4196.jpg,https://a0.muscache.com/im/pictures/77d2c1c6-b8b6-4dbc-a89d-8e20fe3992ac.jpg,https://a0.muscache.com/im/pictures/a1a03f56-0a5c-465c-8880-0f8278fe801b.jpg,https://a0.muscache.com/im/pictures/270cda26-dc6e-4999-bd87-aaf461a72d13.jpg;25;41.89499;12.45082;Roma, Italia;Entire rental unit;Entire home/apt;4;1 bath;1;1;93.00;1;365;TRUE;TV,Essentials,First aid kit,Air conditioning,Extra pillows and blankets,Hair dryer,Cleaning products,Clothing storage: dresser, wardrobe, and closet,Body soap,Hot water,Paid parking on premises,Cooking basics,Room-darkening shades,Iron,Dining table,Bidet,Coffee,Self check-in,Gas stove,Wifi,Laundromat nearby,Host greets you,Hot water kettle,Mini fridge,Conditioner,Refrigerator,Kitchen,Baking sheet,Paid parking garage off premises,Drying rack for clothing,Hangers,Shower gel,Coffee maker: Nespresso,Bed linens,Ethernet connection,Carbon monoxide alarm,Dedicated workspace,Freezer,Wine glasses,Elevator,Lockbox,Fire extinguisher,Smoke alarm,Long term stays allowed,Dishes and silverware,Heating - split type ductless system,Shampoo,City skyline view
37;Guest House Casa Vicenza - Camera Matrimoniale;Per un soggiorno nella Capitale in tutta tranquillità , con un occhio al comfort e alla praticità , Guest House Casa Vicenza è l'ideale per chi vuole godere appieno delle bellezze della Città  eterna in tutta comodità . Dotata di sistemazioni dallo stile classico, Guest House Casa Vicenza è situato nella suggestiva cornice di un antico palazzo umbertino di fine '800 e nonostante la posizione centrale offre un ambiente silenzioso e tranquillo. Il palazzo è dotato di ascensore.;Guest House Casa Vicenza si trova ad appena 3 minuti a piedi dalla Stazione Termini, dove si incrociano le linee metropolitane A e B. In questo modo è possibile raggiungere in brevissimo tempo i Fori Imperiali, il Colosseo e altri punti di interesse architettonico e culturale a Roma. Casa Vicenza Guest House dista 2 km dalla Scalinata di Piazza di Spagna e 4 km da Piazza San Pietro. Guest House Casa Vicenza, inoltre, è in una posizione strategica per la vicinanza alla famosa Università  La Sapienza, al Policlinico Umberto I nonché a moltissimi centri di studio ed accademici. La zona è ricca di bar/ristoranti e supermercati.;https://a0.muscache.com/im/pictures/miso/Hosting-31557503/original/70f2078c-9a64-40ff-ae7a-caf0f895ce6b.jpeg,https://a0.muscache.com/im/pictures/miso/Hosting-31557503/original/9187683e-d1b2-41c1-b720-5796ccd004b9.jpeg,https://a0.muscache.com/im/pictures/fa2c352d-9b23-479d-9ef1-98f91da559d4.jpg,https://a0.muscache.com/im/pictures/miso/Hosting-31557503/original/76261aac-a332-4c75-ae09-a3d8f22687cb.jpeg,https://a0.muscache.com/im/pictures/513f8505-e6dd-4ddc-8ab9-74ed1bbf9282.jpg;26;41.90286;12.50419;Roma, Italia;Private room in rental unit;Private room;2;1 private bath;3;1;67.00;1;365;TRUE;TV,Essentials,First aid kit,Air conditioning,Extra pillows and blankets,Ceiling fan,Hair dryer,Cleaning products,Stainless steel oven,Body soap,Hot water,Microwave,Paid parking on premises,Cooking basics,Room-darkening shades,Iron,Central heating,Bidet,Coffee,Gas stove,Laundromat nearby,Outdoor furniture,Hot water kettle,Conditioner,Refrigerator,Kitchen,Drying rack for clothing,Hangers,Shower gel,Coffee maker: Nespresso,Private patio or balcony,Bed linens,Ethernet connection,Washer,Carbon monoxide alarm,Dedicated workspace,Clothing storage: closet, wardrobe, and walk-in closet,Courtyard view,Freezer,Wine glasses,Wifi,Fire extinguisher,Smoke alarm,Long term stays allowed,Dishes and silverware,Outdoor dining area,Shampoo,City skyline view
